bike_id,lat,lon,is_disabled,is_reserved,vehicle_type_id,last_reported,current_range_meters,pricing_plan_id,type,name,rental_uris
96c40d5b-6618-4ae6-885b-88b94e30e3c7,34.102245,-118.32819333333333,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630452279.0,38400.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
acb23ccc-5e0a-4ec9-9371-aacd64731e85,34.03922333333333,-118.26527333333334,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630381563.0,22080.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
3c364f73-ec88-4ecf-b415-4220ffd32b5b,34.041203333333335,-118.25733999999999,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630379189.0,35100.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
0ea17c7d-f9b9-4703-be22-32f5478cd763,33.99675833333333,-118.46610333333335,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630438030.0,39360.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
0b706182-e519-4b9f-9059-be6b8502edf9,34.06831666666667,-118.44888999999999,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630508235.0,18531.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
1e54ddc2-bef7-40de-8d6f-39ff5d497585,34.04839333333334,-118.25730833333334,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630471156.0,28800.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
f2895cea-9244-42e7-9d07-ff72ffe0e528,34.07381833333333,-118.43971333333333,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630309434.0,40050.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
d515bc17-90f0-426d-9568-d9915bcc872b,34.04460166666667,-118.46107500000001,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630482763.0,22560.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
009eec9a-3bde-43e2-8c98-d979e52349a8,34.102378333333334,-118.34333833333334,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630487488.0,39360.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
c36d47be-9e18-4581-be2f-0d7b9794ed47,34.14327166666667,-118.39753666666665,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630385999.0,10701.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
146fe859-6068-470b-803d-60c293023165,33.99489666666667,-118.45494,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630441343.0,20250.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
1eb8c0f3-1a19-4a1e-acfe-0459e8e3c01e,33.98386,-118.38326333333335,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630469266.0,28320.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
c4bd0420-0087-43f1-a149-326af9f5439a,33.98467333333333,-118.45078333333335,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630471734.0,31200.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
1a339a81-fa66-4c99-b4ee-2f7ebac6ece4,34.053615,-118.24852833333334,True,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630470575.0,450.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
b7ab483e-4505-4e7f-980c-b1fd2b8da531,33.98464666666666,-118.43170166666665,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630384869.0,42720.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
c7dd5db1-cfdd-4e35-8b11-418fa05e6866,34.10086833333333,-118.34317833333334,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630394943.0,36900.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
ea635138-709c-4bf4-8c89-8f506cbf7b1a,33.99855,-118.47309166666668,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630484491.0,25440.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
f1e7aeeb-82ec-42c8-b55c-9c491bd4e929,34.05140333333333,-118.250625,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630438041.0,27900.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
629ff630-26de-490c-9961-dd29781c813d,33.97933166666667,-118.4665,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630508567.0,42720.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
9dfdbf8b-408a-4b51-a9ba-1316dfb08576,34.099738333333335,-118.32935333333334,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630453214.0,31680.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
c1bf6677-80ad-4039-9461-e3ffb8f2ea13,34.06981333333333,-118.44496166666667,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630462891.0,37800.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
565c0d60-0cbc-416a-ba22-277f367ca408,34.061058333333335,-118.44303833333333,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630373653.0,13572.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
7a8a8815-52b6-4a8c-9c95-5ef4f912a585,34.06590666666667,-118.35626166666667,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630510734.0,34650.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
87067b17-ad14-408e-8293-fb84c7288514,34.048793333333336,-118.25192999999999,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630511724.0,33600.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
95f4ba28-722f-4f95-98a5-f52f7697f361,34.083690000000004,-118.36116833333332,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630420525.0,42720.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
eaf1476e-9ad5-4d4b-b763-b592f1d539ce,34.02314,-118.37333666666667,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630466278.0,15840.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
4026fd56-c2cc-409f-8254-eed328a07c67,33.968758333333334,-118.45172166666667,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630445690.0,30720.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
4cce26b9-45fb-434d-84f6-1c5c021c6a50,34.09616833333334,-118.31809166666666,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630456434.0,38880.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
0bccc786-d373-4755-af4e-9835eab19f2e,34.06897,-118.44764666666667,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630502820.0,17280.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
e099e6ce-4f0b-4f83-bd09-d2d0d8a476c8,34.096381666666666,-118.28483499999999,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630511478.0,12960.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
267e4835-69e4-45f5-b6d5-1e2de98ed7f0,33.981300000000005,-118.45553666666667,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630439102.0,23229.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
d71a21d9-2ce3-40be-be0a-dca0c37e425a,34.04357166666667,-118.26181833333334,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630385769.0,29280.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
16ef216f-1429-4527-b92d-7bface2c8dd5,33.997416666666666,-118.47517333333332,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630467484.0,24960.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
cef1ced3-29c8-4caa-bae8-9301c1665bce,33.85872333333334,-118.37020166666667,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630180478.0,41280.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
3f5ba45b-dbcd-4b0d-99f3-6b25571badf0,34.069015,-118.44760833333333,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630504544.0,40050.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
f7d34fee-7f4f-4160-984a-f7505411793f,34.04131666666667,-118.25154166666668,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630454460.0,10440.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
3c82accc-4e4f-46b7-a30f-4fa26b71d762,34.04571166666666,-118.25807166666667,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630511913.0,21600.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
881ca10b-8350-4865-ac26-27885b6e3751,34.091838333333335,-118.34273499999999,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630450381.0,39360.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
93d08edf-4f64-4656-ad82-6d06cdd8de52,34.05217666666667,-118.25033499999999,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630476505.0,35520.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
0eef05e5-7971-4b22-811d-a6d4b9d51338,34.106255000000004,-118.33026166666666,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630463372.0,38400.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
4bab337b-a23d-43fa-841b-2b3c5ed37ab6,33.97347666666667,-118.45325499999998,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630473508.0,14880.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
6faeacce-b52f-4a2a-9327-f78f9d57c897,34.069156666666665,-118.29052666666666,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630447724.0,22968.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
4201bc20-1d64-484b-a534-95b562b819dc,34.103878333333334,-118.32993333333334,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630466275.0,28320.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
70803e26-fb6f-4515-bf9b-7a81a970cb67,34.06353,-118.44915833333334,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630464678.0,42240.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
35053e9b-35a4-4746-9bd0-e7004e72f76d,34.10109,-118.34123999999998,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630425417.0,36000.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
24981660-5359-46f1-a494-f0480305e9bd,33.996415,-118.46599499999999,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630379171.0,41760.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
73428a47-68ff-4280-8308-743e68e817a3,34.09182,-118.31182166666667,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630445857.0,37440.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
8fd2404b-9cd6-4a76-9140-32a337275dd8,33.70969,-118.29206833333335,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630459887.0,10440.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
f4b37902-3447-4971-b571-786e99fad184,33.982978333333335,-118.46076166666666,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630505809.0,42720.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
d993313c-e62e-4f97-b9c9-cd49e7181163,34.229719,-118.393636,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1628352564.0,8083.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
c2a53a22-e179-493d-85a8-accc9d5dbe77,34.050068333333336,-118.27246166666667,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630472762.0,12150.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
2c4cebf9-4c38-48a3-9787-dd85edfb9287,34.04049333333333,-118.46391999999999,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630479364.0,42720.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
cc02bc41-9017-4d70-8fdb-81ce2d28a0c0,33.97456666666667,-118.45797666666667,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630467943.0,35040.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
866b9dbf-afa8-406f-af4a-60bafcbd36bd,34.0069,-118.25382999999998,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630487220.0,19800.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
6a1df86c-77fb-49a6-b714-e35372b16f8d,34.04208333333334,-118.25642333333332,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630434050.0,8352.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
cde5185b-c678-4e0c-8415-77606946e4a1,34.16148,-118.37006333333332,True,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630496959.0,0.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
5edbfcd9-ee44-4499-a6b2-6672c81e70d2,34.04568833333334,-118.45054666666668,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630461532.0,38880.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
a08540b8-aaaf-4fef-bcee-79cf85ee1bae,34.10097833333334,-118.33697500000001,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630389566.0,21600.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
2db5a2e0-85f5-4939-9b0e-9fb271cc9f40,34.049683333333334,-118.25277,False,False,bae2102b-56ba-42ba-9097-720e5990b4b2,1630451763.0,23229.0,5c469505-2249-4383-9f13-8e4fd1430b0d,,,
